"ID","setSize","NES","pvalue","p.adjust"
"REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D",39,1.34261136917761,0.113486842105263,0.354747468433554
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",47,1.32713034879699,0.113486842105263,0.354747468433554
"REACTOME_DARPP_32_EVENTS",23,1.33229744652276,0.114583333333333,0.357326224328594
"REACTOME_INTERLEUKIN_17_SIGNALING",71,1.27596183869646,0.116242038216561,0.361641896673744
"REACTOME_SIGNALING_BY_LEPTIN",11,1.39465598338867,0.116634799235182,0.362008008946932
"REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES",38,1.32227247361381,0.119601328903654,0.370341997264022
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE",106,1.2285121842063,0.120178041543027,0.371254231621181
"REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION",79,1.25474120908475,0.121069182389937,0.373131250644396
"REACTOME_DNA_DAMAGE_BYPASS",36,1.32037195935449,0.121911037891269,0.374847957628293
"REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE",20,-1.3462861544631,0.122641509433962,0.376146550604131
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",172,1.20416617252537,0.122905027932961,0.376146550604131
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS",133,1.23113208532408,0.124098124098124,0.378916777988704
"REACTOME_L1CAM_INTERACTIONS",100,1.22769854036022,0.125,0.380787037037037
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING",16,1.34418164479729,0.125912408759124,0.381798916882505
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4",27,1.3194907808525,0.12565445026178,0.381798916882505
"REACTOME_PI_3K_CASCADE_FGFR1",20,-1.34031649521109,0.127358490566038,0.385130536574742
"REACTOME_SIGNALING_BY_HEDGEHOG",106,1.22294275934895,0.127596439169139,0.385130536574742
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",22,1.32164794930406,0.128919860627178,0.388234637495116
"REACTOME_INTERLEUKIN_21_SIGNALING",10,1.37447244795896,0.129770992366412,0.389905538708216
"REACTOME_COLLAGEN_FORMATION",59,-1.23754292151601,0.130548302872063,0.39134753207206
"REACTOME_REGULATED_NECROSIS",56,1.28310281858707,0.132686084142395,0.396852015298617
"REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES",18,1.32138350277382,0.134301270417423,0.399356872098471
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",20,-1.31646308027558,0.134433962264151,0.399356872098471
"REACTOME_RHOC_GTPASE_CYCLE",45,1.29391329102852,0.134228187919463,0.399356872098471
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4",14,-1.34239850455502,0.13771186440678,0.407255760807465
"REACTOME_PI_3K_CASCADE_FGFR3",18,-1.34219912893645,0.137472283813747,0.407255760807465
"REACTOME_TRNA_AMINOACYLATION",41,1.28165229360471,0.138613861386139,0.409004129112463
"REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING",13,1.3662155018457,0.139622641509434,0.41105905196066
"REACTOME_CGMP_EFFECTS",16,1.31399568059594,0.140510948905109,0.412165924276169
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",23,1.29508991021045,0.140625,0.412165924276169
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",34,-1.28368018908496,0.142131979695431,0.415657078398195
"REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION",15,-1.35295007070191,0.143468950749465,0.416788386724714
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING",16,-1.32807383091091,0.143171806167401,0.416788386724714
"REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE",29,-1.30393592182114,0.142857142857143,0.416788386724714
"REACTOME_INTERLEUKIN_1_SIGNALING",98,1.21201225631032,0.144596651445967,0.419139192297119
"REACTOME_AMYLOID_FIBER_FORMATION",98,1.20832463694834,0.146118721461187,0.422620302072357
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS",14,1.32662722255861,0.147169811320755,0.424726911618669
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",29,1.28112332159297,0.147887323943662,0.425863716214134
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM",32,-1.27830354010649,0.148337595907928,0.426227677324965
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",71,1.23288330300914,0.14968152866242,0.429152269541929
"REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING",10,-1.33172616289629,0.150627615062762,0.430053243936107
"REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ",54,-1.20223565773068,0.150649350649351,0.430053243936107
"REACTOME_INTERLEUKIN_37_SIGNALING",21,1.28285101405785,0.153979238754325,0.438607528572927
"REACTOME_ANCHORING_FIBRIL_FORMATION",11,-1.3322220555326,0.154488517745303,0.439107752381897
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",13,1.34650534899918,0.156603773584906,0.443205518360722
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",88,1.20829017243717,0.156346749226006,0.443205518360722
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",143,1.17201421455432,0.158798283261803,0.448451804232902
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",44,-1.22652085293648,0.160098522167488,0.451155578527653
"REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS",10,1.32670243948139,0.162213740458015,0.452219549529849
"REACTOME_SPHINGOLIPID_CATABOLISM",12,-1.31457899037332,0.162790697674419,0.452219549529849
"REACTOME_REGULATION_OF_TBK1_IKK_IKBKE_MEDIATED_ACTIVATION_OF_IRF3_IRF7",14,-1.29466974019393,0.161016949152542,0.452219549529849
"REACTOME_MTORC1_MEDIATED_SIGNALLING",18,1.2767017725448,0.163339382940109,0.452219549529849
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",36,1.26001444066626,0.163097199341021,0.452219549529849
"REACTOME_HSF1_ACTIVATION",23,1.2517717051117,0.163194444444444,0.452219549529849
"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION",33,-1.24852795582524,0.163265306122449,0.452219549529849
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE",105,1.20186229686003,0.163475699558174,0.452219549529849
"REACTOME_DISEASES_OF_METABOLISM",203,-1.12593211535404,0.163568773234201,0.452219549529849
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS",15,1.28282846070808,0.164485981308411,0.453801994553185
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",19,-1.29235614389626,0.165548098434004,0.455776773094456
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",28,-1.25561010950579,0.166666666666667,0.457898399443285
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",129,1.17961156847364,0.169117647058824,0.463664215686275
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",14,-1.28010476144352,0.171610169491525,0.464381614278945
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",15,1.27652478549633,0.170093457943925,0.464381614278945
"REACTOME_PI_3K_CASCADE_FGFR2",23,-1.27634244785688,0.171361502347418,0.464381614278945
"REACTOME_GLYCOGEN_METABOLISM",23,-1.27472721323779,0.171361502347418,0.464381614278945
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER",24,-1.26639472886636,0.170616113744076,0.464381614278945
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",25,-1.2628719476809,0.170560747663551,0.464381614278945
"REACTOME_RAB_GERANYLGERANYLATION",32,1.23486104697168,0.171849427168576,0.464381614278945
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",18,-1.28465768124729,0.172949002217295,0.465441486539796
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS",44,1.2576381619744,0.172818791946309,0.465441486539796
"REACTOME_MRNA_CAPPING",28,1.25140781452743,0.173684210526316,0.466466165413534
"REACTOME_INTERLEUKIN_7_SIGNALING",36,1.23981435887755,0.174629324546952,0.468049269050487
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",14,1.2943165834537,0.175471698113208,0.469351127473539
"REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS",23,-1.26305558398944,0.176056338028169,0.469858365106193
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",57,1.22593436099699,0.176375404530744,0.469858365106193
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS",14,1.28845892926582,0.177358490566038,0.471522774919001
"REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES",263,-1.11152371996458,0.177865612648221,0.471917633558587
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING",28,-1.2264560418774,0.178240740740741,0.471961398017736
"REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES",11,-1.29441350260482,0.181628392484342,0.477091745527734
"REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",54,1.23310471624562,0.181523500810373,0.477091745527734
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES",53,1.23176527009159,0.181528662420382,0.477091745527734
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",81,1.1895984186784,0.181395348837209,0.477091745527734
"REACTOME_RHOQ_GTPASE_CYCLE",39,1.22330837266429,0.182565789473684,0.478598762843363
"REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN",19,-1.25567954456769,0.1834451901566,0.478995774297788
"REACTOME_SIGNALING_BY_NOTCH3",41,1.23141241425977,0.183168316831683,0.478995774297788
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_ALVEOLAR_CELLS",13,1.30391054259502,0.184905660377358,0.48185316644872
"REACTOME_NEDDYLATION",175,1.15782915772335,0.185495118549512,0.482433944686082
"REACTOME_HEME_DEGRADATION",12,1.29688837948116,0.187145557655955,0.485766378452143
"REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY",26,1.22301675666357,0.187719298245614,0.486296449785882
"REACTOME_MET_PROMOTES_CELL_MOTILITY",36,-1.23594751524596,0.189873417721519,0.488034018987342
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1",26,-1.22051887102202,0.189814814814815,0.488034018987342
"REACTOME_MTOR_SIGNALLING",34,1.21889369730362,0.189144736842105,0.488034018987342
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM",32,-1.21204479438538,0.18925831202046,0.488034018987342
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION",10,-1.28759208677453,0.190376569037657,0.488373420767167
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",11,-1.26917397335527,0.192066805845511,0.491619286110142
"REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",12,-1.25574855330658,0.192389006342495,0.491619286110142
"REACTOME_KINESINS",47,-1.20478465151728,0.192893401015228,0.491952937472947
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL",12,1.28900196051838,0.194706994328922,0.493808630393996
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",14,-1.24318690474363,0.194915254237288,0.493808630393996
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",24,-1.24001913501844,0.194312796208531,0.493808630393996
"REACTOME_BACTERIAL_INFECTION_PATHWAYS",96,1.17547930979395,0.195121951219512,0.493808630393996
"REACTOME_DAP12_INTERACTIONS",44,1.21986832993087,0.196308724832215,0.495858506485978
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING",44,1.21064596662136,0.199664429530201,0.502406098014809
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",40,-1.20203162104712,0.199488491048593,0.502406098014809
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER",23,-1.22366111469804,0.2018779342723,0.507006415080816
"REACTOME_REGULATION_BY_C_FLIP",11,1.29458344109615,0.202676864244742,0.50804333970682
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE",43,-1.20409223577916,0.204545454545455,0.511752506049084
"REACTOME_CO_STIMULATION_BY_ICOS",10,-1.25255342029767,0.205020920502092,0.511968750248108
"REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC",16,1.25203709028539,0.206204379562044,0.51314205144522
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING",41,1.2124192276969,0.206270627062706,0.51314205144522
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION",17,-1.22174375551299,0.20704845814978,0.514105228160585
"REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION",18,-1.23736864839924,0.212860310421286,0.525561291771881
"REACTOME_CD209_DC_SIGN_SIGNALING",21,1.22725735097211,0.21280276816609,0.525561291771881
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS",108,1.15179885798261,0.212481426448737,0.525561291771881
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA",17,1.23518704812764,0.215328467153285,0.529850746268657
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3",24,-1.22046260347336,0.21563981042654,0.529850746268657
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",110,-1.1335855934714,0.21580547112462,0.529850746268657
"REACTOME_DEGRADATION_OF_DVL",41,1.19581849835342,0.219471947194719,0.536849595740243
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G",41,1.19503958819375,0.219471947194719,0.536849595740243
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE",82,1.15721520508429,0.220496894409938,0.538356053884004
"REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE",11,1.26885696442008,0.221797323135755,0.539611048918279
"REACTOME_METALLOPROTEASE_DUBS",29,1.19232737196634,0.221830985915493,0.539611048918279
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2",29,-1.15697708463615,0.223502304147465,0.542673491251042
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS",40,-1.17139705989618,0.225063938618926,0.545458827297433
"REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX",11,1.26276263968348,0.227533460803059,0.547898201651932
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA",17,1.22175730232455,0.228102189781022,0.547898201651932
"REACTOME_FATTY_ACIDS",12,-1.20284415599925,0.230443974630021,0.547898201651932
"REACTOME_GAP_JUNCTION_ASSEMBLY",23,-1.20241902675376,0.230046948356808,0.547898201651932
"REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS",18,-1.19320000148427,0.23059866962306,0.547898201651932
"REACTOME_LAMININ_INTERACTIONS",26,-1.1922798551893,0.226851851851852,0.547898201651932
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",40,1.18055209389684,0.229132569558101,0.547898201651932
"REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND",31,1.17212519674294,0.229480737018425,0.547898201651932
"REACTOME_HATS_ACETYLATE_HISTONES",84,1.16168425454567,0.229102167182663,0.547898201651932
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",88,1.15588136588934,0.230650154798762,0.547898201651932
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",117,1.14860141047559,0.229411764705882,0.547898201651932
"REACTOME_HEME_BIOSYNTHESIS",13,-1.19046277829088,0.235169491525424,0.556624192171686
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",13,-1.18864031088658,0.235169491525424,0.556624192171686
"REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII",14,-1.19263688325685,0.23728813559322,0.556633130910299
"REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT",91,1.14932549070114,0.237209302325581,0.556633130910299
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",66,1.14254252439124,0.2368,0.556633130910299
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES",100,1.12948045621848,0.23644578313253,0.556633130910299
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",211,1.10504064171642,0.237057220708447,0.556633130910299
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",48,1.16904927654402,0.239344262295082,0.560457382883146
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS",12,-1.18604471549381,0.241014799154334,0.562700964630225
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",68,1.14161867846313,0.241157556270096,0.562700964630225
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",15,1.21782532133347,0.242990654205607,0.56298538896933
"REACTOME_LAGGING_STRAND_SYNTHESIS",20,-1.19814692700508,0.242924528301887,0.56298538896933
"REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",23,-1.18379047126189,0.241784037558685,0.56298538896933
"REACTOME_SIGNALING_BY_SCF_KIT",41,1.16582708576548,0.242574257425743,0.56298538896933
"REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION",14,1.22826371858918,0.245283018867925,0.567297808137414
"REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS",27,1.16418082355624,0.246073298429319,0.568127124092955
"REACTOME_SIGNALING_BY_RETINOIC_ACID",37,-1.15031915263699,0.246819338422392,0.56885157506807
"REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN",22,1.17909861557713,0.247386759581882,0.569162544772301
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",23,-1.16559116492842,0.248826291079812,0.570479789304935
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",87,1.14158057139066,0.2484375,0.570479789304935
"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES",13,1.22435629664513,0.250943396226415,0.570677186061802
"REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM",12,1.22129384501774,0.253308128544423,0.570677186061802
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND",10,-1.19600622461635,0.251046025104602,0.570677186061802
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION",21,1.18412967657548,0.252595155709343,0.570677186061802
"REACTOME_TBC_RABGAPS",21,1.18314629802852,0.252595155709343,0.570677186061802
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER",24,-1.16624748892097,0.253554502369668,0.570677186061802
"REACTOME_CS_DS_DEGRADATION",15,-1.16405520535136,0.252676659528908,0.570677186061802
"REACTOME_CO_STIMULATION_BY_CD28",47,-1.15317066012632,0.251269035532995,0.570677186061802
"REACTOME_HEME_SIGNALING",32,1.15130060402788,0.253682487725041,0.570677186061802
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",170,1.11047943223302,0.25,0.570677186061802
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",71,-1.10502317726071,0.251336898395722,0.570677186061802
"REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA",15,1.21102025606368,0.254205607476636,0.570878121909987
"REACTOME_PI_3K_CASCADE_FGFR4",19,-1.19131050905335,0.25503355704698,0.571761773549958
"REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS",15,-1.1590155138407,0.256959314775161,0.575099418782502
"REACTOME_DEADENYLATION_OF_MRNA",20,1.17239377056031,0.257785467128028,0.575142554253299
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA",71,1.14095157501173,0.25796178343949,0.575142554253299
"REACTOME_PARACETAMOL_ADME",27,1.14074598456843,0.258289703315881,0.575142554253299
"REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS",17,1.18456714882061,0.259124087591241,0.57602584336161
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",30,-1.12212190572123,0.260340632603406,0.577754253804524
"REACTOME_APOPTOTIC_EXECUTION_PHASE",42,-1.1441482495505,0.262086513994911,0.580649583194112
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",31,1.14938009588511,0.262981574539363,0.581653364863533
"REACTOME_TRANSLATION",258,-1.07831114795638,0.265384615384615,0.585983479607641
"REACTOME_RAB_REGULATION_OF_TRAFFICKING",45,1.14932956834577,0.266778523489933,0.587557229600286
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",49,1.14419846250296,0.266990291262136,0.587557229600286
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS",14,1.20775350323884,0.267924528301887,0.588628846820172
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",13,-1.14199897789225,0.269067796610169,0.590155367231638
"REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE",15,-1.14353331269568,0.269807280513919,0.59079264751467
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE",30,1.13496004028247,0.27072758037225,0.591823082674222
"REACTOME_RORA_B_C_AND_NR1D1_REV_ERBA_REGULATE_GENE_EXPRESSION",17,1.1745373670886,0.271897810218978,0.593395552650373
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT",80,-1.10787242727541,0.27247191011236,0.593663963092492
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR",19,-1.15109235905716,0.275167785234899,0.598546785734095
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM",12,1.19713289524151,0.277882797731569,0.601260039436349
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1",10,-1.15379602647785,0.278242677824268,0.601260039436349
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",14,-1.14692946878899,0.277542372881356,0.601260039436349
"REACTOME_NGF_STIMULATED_TRANSCRIPTION",31,1.1388888266128,0.278056951423786,0.601260039436349
"REACTOME_PARASITE_INFECTION",116,1.10240169568382,0.282163742690059,0.608733582590356
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS",21,1.14927118735263,0.283737024221453,0.610127326593844
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX",62,1.11590492105481,0.283387622149837,0.610127326593844
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",14,1.17794367216245,0.284905660377358,0.611026760296071
"REACTOME_REGULATION_OF_TBK1_IKK_MEDIATED_ACTIVATION_OF_IRF3_IRF7_UPON_TLR3_LIGATION",11,-1.14710725330381,0.286012526096033,0.611026760296071
"REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER",11,-1.14594964836299,0.286012526096033,0.611026760296071
"REACTOME_TRNA_PROCESSING",45,1.13152120041875,0.285234899328859,0.611026760296071
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE",54,-1.09398979499826,0.288311688311688,0.614940327095919
"REACTOME_INTERLEUKIN_2_SIGNALING",12,1.17765334056507,0.289224952741021,0.615890028814213
"REACTOME_MUCOPOLYSACCHARIDOSES",11,1.17681291602198,0.290630975143403,0.617884270256412
"REACTOME_DENGUE_VIRUS_MODULATES_APOPTOSIS",15,1.16595087757826,0.295327102803738,0.622837287323269
"REACTOME_AURKA_ACTIVATION_BY_TPX2",49,1.11695920825919,0.294498381877023,0.622837287323269
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",27,1.10757615444173,0.294938917975567,0.622837287323269
"REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING",27,1.10718987418748,0.294938917975567,0.622837287323269
"REACTOME_HCMV_LATE_EVENTS",114,1.09980664249733,0.294378698224852,0.622837287323269
"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY",21,1.1372124207379,0.295847750865052,0.622937024221453
"REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_STEM_CELLS",13,1.1597590291616,0.29811320754717,0.626704442702996
"REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS",31,1.11150274556906,0.301507537688442,0.632829217859633
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER",20,-1.12149538212947,0.304245283018868,0.633523405779795
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION",20,-1.11996374315337,0.304245283018868,0.633523405779795
"REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS",36,1.10904714169491,0.303130148270181,0.633523405779795
"REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC",35,1.10389127933522,0.30278232405892,0.633523405779795
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",76,1.0941507213392,0.303514376996805,0.633523405779795
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING",31,1.10783974164503,0.304857621440536,0.633795623721557
"REACTOME_SOMITOGENESIS",40,1.10950349432505,0.306055646481178,0.635282698374181
"REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES",25,1.11862852013569,0.306620209059233,0.6354522757826
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",30,1.10099281648876,0.307952622673435,0.636209813874789
"REACTOME_HEDGEHOG_ON_STATE",62,1.09294343901056,0.307817589576547,0.636209813874789
